topic,is_correct_base,is_correct_unlearned,distance,n_questions,accuracy_delta
Parvoviridae,0.6,0.4,48,145,0.19999999999999996
Laboratory centrifuge,1.0,0.8,47,10,0.19999999999999996
Mutagen,1.0,0.8,3,15,0.19999999999999996
"List of psychoactive plants, fungi, and animals",1.0,0.8,59,20,0.19999999999999996
Pasteurized eggs,0.6,0.4,99,15,0.19999999999999996
Hypholoma lateritium,1.0,0.8,39,10,0.19999999999999996
Hypholoma fasciculare,0.6,0.4,100,10,0.19999999999999996
Logical Volume Manager (Linux),0.6,0.4,64,5,0.19999999999999996
Lactobacillus,1.0,0.8,66,175,0.19999999999999996
Lactobacillus delbrueckii subsp. bulgaricus,0.6,0.4,45,30,0.19999999999999996
LRP2,0.6,0.4,45,15,0.19999999999999996
ICP4,0.6,0.4,0,5,0.19999999999999996
Humoral immunity,0.6,0.4,71,40,0.19999999999999996
Parelaphostrongylus tenuis,1.0,0.8,30,5,0.19999999999999996
ISO 15924,0.6,0.4,87,10,0.19999999999999996
Myostatin inhibitor,0.6,0.4,16,10,0.19999999999999996
Myostatin,1.0,0.8,2,20,0.19999999999999996
ISAD(G),0.6,0.4,21,5,0.19999999999999996
Parasitism,1.0,0.8,60,5,0.19999999999999996
Myopericarditis,0.6,0.4,68,5,0.19999999999999996
Komsomolets armored tractor,0.6,0.4,97,5,0.19999999999999996
LAMP1,0.6,0.4,99,95,0.19999999999999996
INHBA,0.6,0.4,99,5,0.19999999999999996
Koriukivka massacre,0.6,0.4,92,5,0.19999999999999996
Myelin,1.0,0.8,79,5,0.19999999999999996
IMG (file format),0.6,0.4,14,10,0.19999999999999996
List of terms for administrative divisions,0.6,0.4,45,5,0.19999999999999996
Mycoplasma pneumonia,0.6,0.4,90,40,0.19999999999999996
Mumps vaccine,0.6,0.4,3,45,0.19999999999999996
Patient-Reported Outcomes Measurement Information System,0.6,0.4,62,5,0.19999999999999996
Hyperplasia,1.0,0.8,57,5,0.19999999999999996
Lopez de Bertodano Formation,0.6,0.4,53,5,0.19999999999999996
Mucin,0.6,0.4,70,110,0.19999999999999996
Hydrogenase,0.6,0.4,18,25,0.19999999999999996
Hydrogen isocyanide,1.0,0.8,77,5,0.19999999999999996
Large numbers,0.6,0.4,88,5,0.19999999999999996
List of least concern mammals,0.6,0.4,32,5,0.19999999999999996
Hydrocodone/paracetamol,0.6,0.4,79,5,0.19999999999999996
Motives for the September 11 attacks,0.6,0.4,67,5,0.19999999999999996
Hypernymy and hyponymy,1.0,0.8,76,5,0.19999999999999996
Most common words in English,1.0,0.8,27,5,0.19999999999999996
Mosquito saliva,0.6,0.4,0,5,0.19999999999999996
Hyalocyte,0.6,0.4,18,10,0.19999999999999996
Huntingtin,0.6,0.4,85,220,0.19999999999999996
Morphinan,1.0,0.8,31,15,0.19999999999999996
Peptide mass fingerprinting,1.0,0.8,88,165,0.19999999999999996
Mucoromycota,0.6,0.4,48,30,0.19999999999999996
Lancelet,0.6,0.4,37,20,0.19999999999999996
Hydroxytyrosol,0.6,0.4,97,10,0.19999999999999996
Mueller–Hinton agar,1.0,0.8,22,5,0.19999999999999996
Penicillium camemberti,0.6,0.4,87,5,0.19999999999999996
Laminin,0.6,0.4,94,45,0.19999999999999996
List of rampage killers,0.6,0.4,53,10,0.19999999999999996
Laminated root rot,0.6,0.4,62,5,0.19999999999999996
Hymenolepis diminuta,0.6,0.4,95,10,0.19999999999999996
Hymenophore,1.0,0.8,72,5,0.19999999999999996
Lamb-Shaffer syndrome,0.6,0.4,62,5,0.19999999999999996
Pegon script,0.6,0.4,96,5,0.19999999999999996
List of libraries in the ancient world,0.6,0.4,81,20,0.19999999999999996
Hypercapnia,1.0,0.8,46,5,0.19999999999999996
Hyperekplexia,1.0,0.8,31,15,0.19999999999999996
Hyperforin,1.0,0.8,35,50,0.19999999999999996
Lagerpeton,0.6,0.4,32,5,0.19999999999999996
Prohibitin-targeting peptide 1,0.6,0.4,92,15,0.19999999999999996
Leishmania infantum,0.6,0.4,37,100,0.19999999999999996
Taoniinae,0.6,0.4,54,5,0.19999999999999996
Blood type distribution by country,0.6,0.4,75,15,0.19999999999999996
Electrocution,1.0,0.8,11,5,0.19999999999999996
Clinical trial,1.0,0.8,41,15,0.19999999999999996
Clonaid,0.6,0.4,55,5,0.19999999999999996
Stable fly,0.6,0.4,43,15,0.19999999999999996
Eidetic memory,0.6,0.4,100,5,0.19999999999999996
Ehrlichiosis,0.6,0.4,93,180,0.19999999999999996
Time hierarchy theorem,0.6,0.4,96,5,0.19999999999999996
Bladder sphincter dyssynergia,1.0,0.8,13,10,0.19999999999999996
Rust (fungus),0.6,0.4,46,15,0.19999999999999996
Angiotensin II receptor type 1,1.0,0.8,96,20,0.19999999999999996
RuvABC,0.6,0.4,92,250,0.19999999999999996
Effects of Hurricane Beryl in Texas,0.6,0.4,91,5,0.19999999999999996
Vector area,1.0,0.8,76,20,0.19999999999999996
Edgewood Arsenal human experiments,1.0,0.8,55,30,0.19999999999999996
Vector algebra relations,0.6,0.4,22,5,0.19999999999999996
Claviceps purpurea,1.0,0.8,79,5,0.19999999999999996
Elevated transaminases,1.0,0.8,95,5,0.19999999999999996
Clostridium,0.6,0.4,0,5,0.19999999999999996
Embioptera,0.6,0.4,92,5,0.19999999999999996
Vibrionaceae,1.0,0.8,32,30,0.19999999999999996
Risus sardonicus,0.6,0.4,66,5,0.19999999999999996
Thymidine kinase,1.0,0.8,0,5,0.19999999999999996
Vibrio parahaemolyticus,0.6,0.4,0,5,0.19999999999999996
Amyloidosis,1.0,0.8,42,15,0.19999999999999996
Enamine,1.0,0.8,87,5,0.19999999999999996
Amylose,0.6,0.4,98,20,0.19999999999999996
Viable but non-culturable,1.0,0.8,0,5,0.19999999999999996
Classification of pneumonia,1.0,0.8,52,5,0.19999999999999996
Emtricitabine/tenofovir,1.0,0.8,27,5,0.19999999999999996
Classification of the Indigenous languages of the Americas,0.6,0.4,99,5,0.19999999999999996
Emotion and memory,1.0,0.8,35,5,0.19999999999999996
Emerging infectious disease,0.6,0.4,97,45,0.19999999999999996
Vericiguat,0.6,0.4,71,5,0.19999999999999996
Ancient Beringian,0.6,0.4,59,5,0.19999999999999996
Clostridioides difficile,0.6,0.4,68,25,0.19999999999999996
Clostridium tetani,0.6,0.4,53,50,0.19999999999999996
Riodinidae,1.0,0.8,15,5,0.19999999999999996
Biosynthesis,1.0,0.8,11,45,0.19999999999999996
Vancomycin,0.6,0.4,46,5,0.19999999999999996
Spit hood,0.6,0.4,95,10,0.19999999999999996
Vaginal lubrication,0.6,0.4,99,5,0.19999999999999996
Biopterin,1.0,0.8,49,60,0.19999999999999996
Vachellia farnesiana,0.6,0.4,50,5,0.19999999999999996
Biopsychiatry controversy,1.0,0.8,65,10,0.19999999999999996
Dopamine antagonist,1.0,0.8,15,10,0.19999999999999996
Collagenous colitis,0.6,0.4,84,5,0.19999999999999996
Domestication of the cat,0.6,0.4,58,50,0.19999999999999996
User agent,1.0,0.8,21,5,0.19999999999999996
Urticarial vasculitis,0.6,0.4,88,75,0.19999999999999996
Columella,0.6,0.4,75,5,0.19999999999999996
Combatants of the war in Donbas,0.6,0.4,60,5,0.19999999999999996
Apocrine,1.0,0.8,72,10,0.19999999999999996
Doce de gila,0.6,0.4,64,5,0.19999999999999996
Drug class,1.0,0.8,53,25,0.19999999999999996
Drug metabolism,0.6,0.4,100,10,0.19999999999999996
Timeline of DOS operating systems,0.6,0.4,83,10,0.19999999999999996
Drug of last resort,1.0,0.8,16,10,0.19999999999999996
Echinocandin,0.6,0.4,83,5,0.19999999999999996
Ecdysone,1.0,0.8,69,5,0.19999999999999996
SAE 304 stainless steel,1.0,0.8,52,5,0.19999999999999996
Cloud feedback,0.6,0.4,33,5,0.19999999999999996
SAM (file format),0.6,0.4,58,400,0.19999999999999996
EPA list of extremely hazardous substances,1.0,0.8,37,10,0.19999999999999996
Timeline of Samarkand,0.6,0.4,38,5,0.19999999999999996
Vasoactive intestinal peptide,0.6,0.4,9,5,0.19999999999999996
Dust mask,0.6,0.4,58,5,0.19999999999999996
Cocaethylene,0.6,0.4,69,10,0.19999999999999996
SS Politician,0.6,0.4,86,5,0.19999999999999996
Duplodnaviria,0.6,0.4,18,215,0.19999999999999996
STRING,0.6,0.4,50,495,0.19999999999999996
Cocaine intoxication,0.6,0.4,35,5,0.19999999999999996
Anthrax,0.6,0.4,0,5,0.19999999999999996
Endobronchial valve,1.0,0.8,15,10,0.19999999999999996
Riociguat,1.0,0.8,33,5,0.19999999999999996
Sandawe language,0.6,0.4,53,5,0.19999999999999996
Agglutination (biology),1.0,0.8,7,15,0.19999999999999996
Botany,0.6,0.4,60,10,0.19999999999999996
Erythranthe,0.6,0.4,54,5,0.19999999999999996
Virus (2019 film),0.6,0.4,7,5,0.19999999999999996
Erlotinib,0.6,0.4,90,5,0.19999999999999996
Ciguatoxin,0.6,0.4,75,25,0.19999999999999996
Erethism,1.0,0.8,81,5,0.19999999999999996
Bordetella,0.6,0.4,98,100,0.19999999999999996
Alcohol consumption recommendations,0.6,0.4,73,5,0.19999999999999996
Alcohol intolerance,0.6,0.4,48,5,0.19999999999999996
Alkaloid,0.6,0.4,28,5,0.19999999999999996
Viral pathogenesis,0.6,0.4,0,5,0.19999999999999996
Epithelioid cell,1.0,0.8,81,5,0.19999999999999996
Allethrins,0.6,0.4,77,5,0.19999999999999996
Epipolar geometry,1.0,0.8,13,5,0.19999999999999996
Alloy (specification language),1.0,0.8,57,5,0.19999999999999996
Esophageal intramural pseudodiverticulosis,0.6,0.4,87,10,0.19999999999999996
Agaricus xanthodermus,0.6,0.4,89,10,0.19999999999999996
Alpha-2A adrenergic receptor,0.6,0.4,16,10,0.19999999999999996
Respiration (physiology),0.6,0.4,12,10,0.19999999999999996
Aedes aegypti,1.0,0.8,0,5,0.19999999999999996
Chrysotile,0.6,0.4,43,5,0.19999999999999996
Rep-tile,0.6,0.4,56,5,0.19999999999999996
Aepyornis,0.6,0.4,21,5,0.19999999999999996
Vitelliform macular dystrophy,0.6,0.4,99,10,0.19999999999999996
Euchromatin,1.0,0.8,20,40,0.19999999999999996
Aerobic vaginitis,0.6,0.4,44,55,0.19999999999999996
Botrytis cinerea,0.6,0.4,74,5,0.19999999999999996
Ethnic groups in Indonesia,0.6,0.4,48,5,0.19999999999999996
Ethnic bioweapon,0.6,0.4,0,5,0.19999999999999996
Chymotrypsin,1.0,0.8,23,55,0.19999999999999996
Affine transformation,1.0,0.8,27,10,0.19999999999999996
Etamsylate,1.0,0.8,65,5,0.19999999999999996
Ciclopirox,0.6,0.4,42,5,0.19999999999999996
Aflatoxins,0.6,0.4,0,5,0.19999999999999996
Epigenetics,1.0,0.8,58,5,0.19999999999999996
Epigenetic clock,0.6,0.4,91,5,0.19999999999999996
Endogeny (biology),1.0,0.8,9,5,0.19999999999999996
Envelope glycoprotein GP120,0.6,0.4,37,105,0.19999999999999996
Amblyomma americanum,0.6,0.4,72,10,0.19999999999999996
Ribonucleotide,1.0,0.8,44,35,0.19999999999999996
Ribonucleotide reductase,0.6,0.4,0,5,0.19999999999999996
Enterobacteriaceae,0.6,0.4,56,155,0.19999999999999996
Enterobacterales,1.0,0.8,73,50,0.19999999999999996
American cover-up of Japanese war crimes,0.6,0.4,2,5,0.19999999999999996
Staphylococcus xylosus,0.6,0.4,84,5,0.19999999999999996
Citrobacter koseri,0.6,0.4,97,15,0.19999999999999996
Amino acid replacement,1.0,0.8,32,135,0.19999999999999996
English Water Spaniel,0.6,0.4,92,5,0.19999999999999996
Rickettsia prowazekii,0.6,0.4,37,10,0.19999999999999996
Boids,1.0,0.8,53,5,0.19999999999999996
Video Ad Serving Template,0.6,0.4,58,5,0.19999999999999996
Rinchenia,0.6,0.4,78,20,0.19999999999999996
Thylakoid,0.6,0.4,90,15,0.19999999999999996
Amateur radio frequency allocations,1.0,0.8,68,5,0.19999999999999996
Environmental enteropathy,1.0,0.8,69,10,0.19999999999999996
Epidermis (botany),0.6,0.4,98,5,0.19999999999999996
Rhomphaia,0.6,0.4,64,5,0.19999999999999996
Bayesian multivariate linear regression,0.6,0.4,46,5,0.19999999999999996
Cingulate cortex,1.0,0.8,68,5,0.19999999999999996
Alphapithovirus,0.6,0.4,2,190,0.19999999999999996
Alternanthera philoxeroides,0.6,0.4,96,5,0.19999999999999996
Circumscription (taxonomy),1.0,0.8,36,50,0.19999999999999996
Epidemic,0.6,0.4,45,10,0.19999999999999996
Viral encephalitis,1.0,0.8,50,130,0.19999999999999996
Epibatidine,0.6,0.4,93,35,0.19999999999999996
Stargardt disease,0.6,0.4,79,5,0.19999999999999996
Thromboxane,1.0,0.8,34,5,0.19999999999999996
Bongkrek acid,0.6,0.4,55,20,0.19999999999999996
Eosinophilia–myalgia syndrome,0.6,0.4,47,35,0.19999999999999996
Enzyme assay,0.6,0.4,64,25,0.19999999999999996
Rhizobia,0.6,0.4,51,45,0.19999999999999996
Amanita regalis,0.6,0.4,25,5,0.19999999999999996
Apoidea,0.6,0.4,73,5,0.19999999999999996
Apolipoprotein,0.6,0.4,10,50,0.19999999999999996
Relapsing fever,1.0,0.8,91,5,0.19999999999999996
B,0.6,0.4,100,10,0.19999999999999996
Dalton (unit),1.0,0.8,97,5,0.19999999999999996
"Coronavirus, Explained",0.6,0.4,48,10,0.19999999999999996
DTaP-IPV/Hib vaccine,0.6,0.4,77,15,0.19999999999999996
DNS-based Authentication of Named Entities,1.0,0.8,61,5,0.19999999999999996
BLU-80/B Bigeye bomb,0.6,0.4,29,5,0.19999999999999996
Transparency and translucency,1.0,0.8,53,5,0.19999999999999996
BMC Microbiology,0.6,0.4,35,5,0.19999999999999996
Beneficial insect,1.0,0.8,29,5,0.19999999999999996
Bacillus subtilis,0.6,0.4,7,15,0.19999999999999996
Cytokine receptor,1.0,0.8,0,5,0.19999999999999996
Bacillus thuringiensis,0.6,0.4,0,5,0.19999999999999996
Sexual desire,1.0,0.8,56,5,0.19999999999999996
Cystinuria,1.0,0.8,56,10,0.19999999999999996
Bacitracin,0.6,0.4,77,15,0.19999999999999996
Corynebacterium striatum,0.6,0.4,65,90,0.19999999999999996
Cornish cuisine,1.0,0.8,65,5,0.19999999999999996
Smoke inhalation,0.6,0.4,12,10,0.19999999999999996
Cysteine protease,1.0,0.8,0,5,0.19999999999999996
Aviation transponder interrogation modes,0.6,0.4,2,5,0.19999999999999996
Transcriptomics technologies,1.0,0.8,74,250,0.19999999999999996
Senolytic,1.0,0.8,25,5,0.19999999999999996
Death receptor 3,0.6,0.4,69,65,0.19999999999999996
Autoimmune polyendocrine syndrome type 1,0.6,0.4,25,15,0.19999999999999996
Sodium/glucose cotransporter 2,0.6,0.4,32,5,0.19999999999999996
Bibliography of World War II,1.0,0.8,23,5,0.19999999999999996
Data remanence,1.0,0.8,59,5,0.19999999999999996
Corixidae,1.0,0.8,47,5,0.19999999999999996
Avachinsky,0.6,0.4,34,5,0.19999999999999996
Availability,1.0,0.8,49,5,0.19999999999999996
Avalon Code,0.6,0.4,28,5,0.19999999999999996
Data augmentation,1.0,0.8,55,5,0.19999999999999996
Corn gluten meal,0.6,0.4,4,10,0.19999999999999996
Trioxidane,0.6,0.4,75,10,0.19999999999999996
Beta-2 adrenergic receptor,0.6,0.4,67,25,0.19999999999999996
Shattered Steel,0.6,0.4,70,5,0.19999999999999996
Shelf Life Extension Program,1.0,0.8,47,20,0.19999999999999996
Tryptase,0.6,0.4,70,55,0.19999999999999996
Trichophyton rubrum,0.6,0.4,59,15,0.19999999999999996
Counter-IED equipment,0.6,0.4,67,5,0.19999999999999996
Ballistic Missile Early Warning System,1.0,0.8,32,5,0.19999999999999996
Bank Julius Baer v. WikiLeaks,1.0,0.8,68,5,0.19999999999999996
Barbiturate overdose,1.0,0.8,17,5,0.19999999999999996
Counting sort,1.0,0.8,81,5,0.19999999999999996
Travel during the COVID-19 pandemic,0.6,0.4,100,5,0.19999999999999996
Base (chemistry),0.6,0.4,84,5,0.19999999999999996
Bcl-2 family,0.6,0.4,18,75,0.19999999999999996
Cryobiology,1.0,0.8,78,5,0.19999999999999996
Bassaricyon,0.6,0.4,92,140,0.19999999999999996
Simufilam,0.6,0.4,91,45,0.19999999999999996
Trial of Clay Shaw,0.6,0.4,86,5,0.19999999999999996
Trencher (tableware),0.6,0.4,84,5,0.19999999999999996
Sixth chord,0.6,0.4,87,5,0.19999999999999996
Battle of Lyman (September–October 2022),0.6,0.4,61,5,0.19999999999999996
Cryptobiosis,1.0,0.8,99,5,0.19999999999999996
Silage,1.0,0.8,34,5,0.19999999999999996
Bees and toxic chemicals,0.6,0.4,17,10,0.19999999999999996
Bahr El-Baqar primary school bombing,0.6,0.4,33,5,0.19999999999999996
Cyclosarin,1.0,0.8,18,5,0.19999999999999996
Shiatsu,0.6,0.4,70,5,0.19999999999999996
Cyanocobalamin,0.6,0.4,72,5,0.19999999999999996
Transthyretin,0.6,0.4,41,15,0.19999999999999996
Bee pollen,0.6,0.4,66,5,0.19999999999999996
Curing (food preservation),0.6,0.4,20,5,0.19999999999999996
Bacterial conjugation,0.6,0.4,0,5,0.19999999999999996
Cumbric,0.6,0.4,86,5,0.19999999999999996
Bacterial outer membrane,0.6,0.4,0,5,0.19999999999999996
Bacterial pneumonia,1.0,0.8,53,30,0.19999999999999996
Bacterial toxins,1.0,0.8,0,5,0.19999999999999996
Cotinine,0.6,0.4,40,5,0.19999999999999996
Bacteroides,1.0,0.8,74,120,0.19999999999999996
Badger culling in the United Kingdom,0.6,0.4,89,5,0.19999999999999996
Siderophore,1.0,0.8,84,45,0.19999999999999996
True quantified Boolean formula,0.6,0.4,97,5,0.19999999999999996
Deaths in May 2009,0.6,0.4,42,5,0.19999999999999996
Timeline of web search engines,0.6,0.4,73,5,0.19999999999999996
Untranslated region,0.6,0.4,0,5,0.19999999999999996
Unix filesystem,1.0,0.8,54,20,0.19999999999999996
Soviet helicopter carrier Leningrad,0.6,0.4,25,10,0.19999999999999996
Scrub typhus,0.6,0.4,18,15,0.19999999999999996
Diathermy,1.0,0.8,6,5,0.19999999999999996
Comparison of reference management software,0.6,0.4,53,5,0.19999999999999996
Universal approximation theorem,1.0,0.8,98,5,0.19999999999999996
Arthropod mouthparts,1.0,0.8,40,5,0.19999999999999996
Soviet biological weapons program,0.6,0.4,0,5,0.19999999999999996
Arthrospira platensis,0.6,0.4,97,5,0.19999999999999996
Biological warfare,1.0,0.8,0,5,0.19999999999999996
Complement system,0.6,0.4,0,5,0.19999999999999996
Tokyo Express,0.6,0.4,67,5,0.19999999999999996
USS Maddox (DD-731),1.0,0.8,7,5,0.19999999999999996
USS John S. McCain and Alnic MC collision,0.6,0.4,56,5,0.19999999999999996
Dextromethorphan/quinidine,0.6,0.4,52,5,0.19999999999999996
Tobramycin,1.0,0.8,67,5,0.19999999999999996
Diffuse esophageal spasm,1.0,0.8,89,5,0.19999999999999996
USS Harry W. Hill,0.6,0.4,88,5,0.19999999999999996
Diffusion-weighted magnetic resonance imaging,1.0,0.8,8,10,0.19999999999999996
Diseases of poverty,0.6,0.4,33,10,0.19999999999999996
Application software,1.0,0.8,51,5,0.19999999999999996
Disease outbreak,0.6,0.4,28,5,0.19999999999999996
Biopharmaceutical,0.6,0.4,2,45,0.19999999999999996
Sarracenia purpurea,1.0,0.8,64,20,0.19999999999999996
Urinary retention,1.0,0.8,65,5,0.19999999999999996
Biomolecular condensate,1.0,0.8,99,5,0.19999999999999996
Comparison of Fujifilm X series cameras,0.6,0.4,84,15,0.19999999999999996
Biomimetics,0.6,0.4,57,15,0.19999999999999996
Comparison of cryptographic hash functions,0.6,0.4,70,10,0.19999999999999996
Comparison of data modeling tools,0.6,0.4,39,30,0.19999999999999996
Ureaplasma parvum,0.6,0.4,80,605,0.19999999999999996
Schistosoma japonicum,0.6,0.4,46,55,0.19999999999999996
Schlosser's base,0.6,0.4,83,10,0.19999999999999996
Tlingit nouns,1.0,0.8,48,5,0.19999999999999996
Dextroamphetamine,0.6,0.4,84,15,0.19999999999999996
Tommy Sotomayor,0.6,0.4,77,5,0.19999999999999996
Decamethylcyclopentasiloxane,0.6,0.4,16,10,0.19999999999999996
Toxicity,0.6,0.4,33,20,0.19999999999999996
Somatostatin,0.6,0.4,48,5,0.19999999999999996
Connectomics,1.0,0.8,55,10,0.19999999999999996
Consensus sequence,1.0,0.8,53,200,0.19999999999999996
Bioactive terrarium,1.0,0.8,94,10,0.19999999999999996
Binary weapon,0.6,0.4,0,5,0.19999999999999996
Bifidobacterium,0.6,0.4,97,10,0.19999999999999996
Software bug,1.0,0.8,75,5,0.19999999999999996
Definition of terrorism,1.0,0.8,59,5,0.19999999999999996
Deer cutaneous fibroma,0.6,0.4,84,40,0.19999999999999996
Atypical teratoid rhabdoid tumor,0.6,0.4,95,10,0.19999999999999996
Australian scrub python,0.6,0.4,96,5,0.19999999999999996
Decipherment of rongorongo,1.0,0.8,69,75,0.19999999999999996
Coprinellus micaceus,0.6,0.4,21,5,0.19999999999999996
Deception in animals,0.6,0.4,69,5,0.19999999999999996
Transcription (biology),0.6,0.4,50,200,0.19999999999999996
Delandistrogene moxeparvovec,0.6,0.4,42,45,0.19999999999999996
Toxic multinodular goitre,1.0,0.8,80,5,0.19999999999999996
UHRF1,0.6,0.4,58,20,0.19999999999999996
Select Agents,0.6,0.4,0,5,0.19999999999999996
Aspergillosis,1.0,0.8,44,15,0.19999999999999996
Computational epigenetics,1.0,0.8,94,140,0.19999999999999996
Deuterated drug,0.6,0.4,56,10,0.19999999999999996
Southern Dispersal,1.0,0.8,39,5,0.19999999999999996
Biological pest control,0.6,0.4,0,5,0.19999999999999996
Detector (radio),1.0,0.8,69,5,0.19999999999999996
Tyrosinemia type I,1.0,0.8,90,30,0.19999999999999996
Destrier,1.0,0.8,60,5,0.19999999999999996
Desmanthus illinoensis,0.6,0.4,66,10,0.19999999999999996
Tyrosine kinase 2,1.0,0.8,97,45,0.19999999999999996
Assumption Greyhounds football,0.6,0.4,83,595,0.19999999999999996
Toxalbumin,1.0,0.8,18,40,0.19999999999999996
Asthma,0.6,0.4,68,10,0.19999999999999996
Computer terminal,0.6,0.4,47,5,0.19999999999999996
Type–length–value,1.0,0.8,93,5,0.19999999999999996
Relevance,1.0,0.8,71,40,0.19999999999999996
Rhabdophis,0.6,0.4,66,5,0.19999999999999996
Coyote attack,0.6,0.4,75,5,0.19999999999999996
Follistatin,1.0,0.8,23,15,0.19999999999999996
Yinpterochiroptera,0.6,0.4,23,25,0.19999999999999996
Qaraqosh wedding fire,0.6,0.4,39,5,0.19999999999999996
3-Nitrooxypropanol,1.0,0.8,40,5,0.19999999999999996
COVID-19 pandemic in Oceania,0.6,0.4,49,65,0.19999999999999996
1999–2000 UEFA Champions League first group stage,1.0,0.8,76,5,0.19999999999999996
